Offer_id,offer_name,offer_type,offer_status,start_date,end_date,Discount_percent
OFF000263,Independence Day Pack 9,loyalty,active,2018-03-08 10:44:53,2018-05-21 04:18:28,21.6
OFF000264,Republic Day Offer 9,student,expired,2018-10-29 08:39:21,2018-12-17 07:03:36,16.27
OFF000265,Holi Special 9,loyalty,active,2021-09-24 08:24:11,2021-11-13 17:38:01,24.74
OFF000266,Eid Mubarak Pack 9,festival,active,2019-10-17 06:33:10,2020-02-13 16:09:39,5.78
OFF000267,Christmas Bonus 9,promotional,active,2018-01-02 03:37:38,2018-03-05 17:12:56,37.0
OFF000268,New Subscriber Offer 9,festival,active,2019-07-09 02:28:22,2020-01-04 09:11:38,46.53
OFF000269,Loyalty Reward Pack 9,loyalty,inactive,2024-01-29 16:14:53,2024-06-24 06:14:33,25.01
OFF000270,Refer and Earn 9,seasonal,active,2024-06-14 00:41:12,2024-08-30 04:24:11,15.17
OFF000271,Weekend Data Boost 10,festival,inactive,2022-11-27 19:54:01,2023-03-23 07:37:47,17.35
OFF000272,5G Trial Pack 10,promotional,active,2018-05-31 09:01:07,2018-11-11 06:17:17,47.3
OFF000273,Festival Discount 10,data_boost,active,2024-09-22 02:10:38,2025-02-11 11:51:01,37.93
OFF000274,Bonus Data Pack 10,combo,inactive,2022-02-25 16:14:41,2022-05-07 05:03:51,7.39
OFF000275,Unlimited Calls Upgrade 10,corporate,active,2023-09-11 04:05:56,2024-02-20 08:15:58,15.38
OFF000276,Happy Hours Offer 10,student,expired,2018-01-21 19:15:56,2018-06-21 03:34:34,10.68
OFF000277,New Year Special 10,combo,active,2018-02-09 03:45:57,2018-06-16 00:47:20,27.88
OFF000278,Diwali Dhamaka 10,voice_boost,expired,2019-04-11 02:48:39,2019-08-07 23:19:18,10.15
OFF000279,Summer Special 10,combo,active,2023-04-13 07:17:57,2023-07-17 04:21:07,34.56
OFF000280,Student Discount 10,referral,inactive,2018-07-01 10:10:14,2018-08-07 19:29:19,14.51
OFF000281,Senior Citizen Plan 10,promotional,active,2023-02-11 07:42:02,2023-05-24 19:56:55,35.42
OFF000282,Military Discount 10,loyalty,active,2020-08-08 16:43:55,2020-10-04 22:32:55,49.84
OFF000283,Corporate Bundle 10,loyalty,active,2021-11-06 18:31:14,2022-01-21 04:47:38,40.08
OFF000284,Family Pack 10,promotional,active,2020-08-28 14:01:48,2021-01-17 06:17:57,47.9
OFF000285,Work From Home Pack 10,referral,active,2020-04-02 19:35:32,2020-09-09 12:12:32,10.27
OFF000286,Gaming Pack 10,referral,expired,2019-09-14 10:27:14,2020-02-24 16:18:10,43.53
OFF000287,OTT Combo 10,data_boost,inactive,2024-08-13 08:25:27,2024-10-30 03:54:37,11.13
OFF000288,International Calling Pack 10,referral,active,2024-06-05 21:19:13,2024-11-06 17:41:14,31.93
OFF000289,Night Owl Pack 10,corporate,inactive,2020-05-05 17:28:34,2020-07-27 11:20:13,10.08
OFF000290,Sports Pack 10,seasonal,active,2020-03-16 10:45:54,2020-05-14 19:45:56,11.72
OFF000291,IPL Special 10,loyalty,active,2020-07-30 13:58:02,2020-10-02 14:07:22,5.87
OFF000292,Monsoon Offer 10,voice_boost,active,2019-04-17 18:25:41,2019-09-27 09:03:35,7.64
OFF000293,Independence Day Pack 10,combo,active,2019-10-10 20:59:03,2020-03-31 07:16:35,27.45
OFF000294,Republic Day Offer 10,corporate,active,2024-03-27 08:22:52,2024-09-03 14:41:32,39.03
OFF000295,Holi Special 10,referral,active,2024-04-26 16:37:43,2024-07-21 21:08:09,13.91
OFF000296,Eid Mubarak Pack 10,data_boost,inactive,2020-05-23 15:27:57,2020-11-07 10:37:28,30.56
OFF000297,Christmas Bonus 10,referral,inactive,2020-03-15 02:44:57,2020-06-03 15:31:36,48.19
OFF000298,New Subscriber Offer 10,corporate,expired,2022-03-22 20:56:29,2022-07-31 08:49:27,9.64
OFF000299,Loyalty Reward Pack 10,combo,active,2022-11-01 19:11:33,2023-04-26 09:22:08,28.89
OFF000300,Refer and Earn 10,promotional,active,2018-03-30 18:19:30,2018-09-23 14:46:28,33.89
